Brand,Model,Year,Category,Displacement (ccm),Power (hp),Fuel capacity (lts),Dry weight (kg),Seat height (mm),Torque (Nm),Cooling system,Transmission type,Gearbox,Engine stroke,Engine cylinder
bmw,r2 series 5,1936,Allround,198.0,8.0,11.0,,,,Air,Shaft drive,3-speed, four-stroke,Single cylinder
bmw,r2 series2a,1932,Allround,198.0,6.0,11.0,,,,Air,Shaft drive,3-speed, four-stroke,Single cylinder
bmw,r20,1937,Allround,192.0,8.0,12.0,,,,Air,Shaft drive,3-speed, four-stroke,Single cylinder
bmw,r20,1938,Allround,192.0,8.0,12.0,,,,Air,Shaft drive,3-speed, four-stroke,Single cylinder
bmw,r23,1938,Allround,247.0,10.1,9.6,,,,Air,Shaft drive,3-speed, four-stroke,Single cylinder
bmw,r23,1939,Allround,247.0,10.1,9.6,,,,Air,Shaft drive,3-speed, four-stroke,Single cylinder
bmw,r23,1940,Allround,247.0,10.1,9.6,,,,Air,Shaft drive,3-speed, four-stroke,Single cylinder
bmw,r24,1948,Allround,247.0,12.0,12.0,,710.0,,Air,Shaft drive,4-speed, four-stroke,Single cylinder
bmw,r24,1949,Allround,247.0,12.0,12.0,,710.0,,Air,Shaft drive,4-speed, four-stroke,Single cylinder
bmw,r24,1950,Allround,247.0,12.0,12.0,,710.0,,Air,Shaft drive,4-speed, four-stroke,Single cylinder
bmw,r25,1950,Allround,247.0,12.0,12.0,,,,Air,Shaft drive,4-speed, four-stroke,Single cylinder
bmw,r25,1951,Allround,247.0,12.0,12.0,,,,Air,Shaft drive,4-speed, four-stroke,Single cylinder
bmw,r25 2,1951,Allround,247.0,12.0,12.0,,730.0,,Air,Shaft drive,4-speed, four-stroke,Single cylinder
bmw,r25 2,1952,Allround,247.0,12.0,12.0,,,,Air,Shaft drive,4-speed, four-stroke,Single cylinder
bmw,r25 2,1953,Allround,247.0,12.0,12.0,,,,Air,Shaft drive,4-speed, four-stroke,Single cylinder
bmw,r25 3,1953,Allround,247.0,13.1,12.0,,730.0,,Air,Shaft drive,4-speed, four-stroke,Single cylinder
bmw,r25 3,1954,Allround,247.0,13.1,12.0,,730.0,,Air,Shaft drive,4-speed, four-stroke,Single cylinder
bmw,r25 3,1955,Allround,247.0,13.1,12.0,,730.0,,Air,Shaft drive,4-speed, four-stroke,Single cylinder
bmw,r25 3,1956,Allround,247.0,13.1,12.0,,730.0,,Air,Shaft drive,4-speed, four-stroke,Single cylinder
bmw,r26,1956,Allround,247.0,15.0,15.0,,730.0,,Air,Shaft drive,4-speed, four-stroke,Single cylinder
bmw,r26,1957,Allround,247.0,15.0,15.0,,730.0,,Air,Shaft drive,4-speed, four-stroke,Single cylinder
bmw,r26,1958,Allround,247.0,15.0,15.0,,730.0,,Air,Shaft drive,4-speed, four-stroke,Single cylinder
bmw,r26,1959,Allround,247.0,15.0,15.0,,730.0,,Air,Shaft drive,4-speed, four-stroke,Single cylinder
bmw,r26,1960,Allround,247.0,15.0,15.0,,730.0,,Air,Shaft drive,4-speed, four-stroke,Single cylinder
bmw,r27,1960,Allround,247.0,18.0,15.0,,,,Air,Shaft drive,4-speed, four-stroke,Single cylinder
bmw,r27,1961,Allround,247.0,18.0,15.0,,,,Air,Shaft drive,4-speed, four-stroke,Single cylinder
bmw,r27,1962,Allround,247.0,18.0,15.0,,,,Air,Shaft drive,4-speed, four-stroke,Single cylinder
bmw,r27,1963,Allround,247.0,18.0,15.0,,,,Air,Shaft drive,4-speed, four-stroke,Single cylinder
bmw,r27,1964,Allround,247.0,18.0,15.0,,,,Air,Shaft drive,4-speed, four-stroke,Single cylinder
bmw,r27,1965,Allround,247.0,18.0,15.0,,,,Air,Shaft drive,4-speed, four-stroke,Single cylinder
bmw,r27,1966,Allround,247.0,18.0,15.0,,,,Air,Shaft drive,4-speed, four-stroke,Single cylinder
bmw,r28 military,1964,Allround,247.0,18.0,15.0,,785.0,,Air,Shaft drive,4-speed, four-stroke,Single cylinder
bmw,r3,1936,Allround,305.0,11.0,12.0,,,,Air,Shaft drive,Unknown, four-stroke,Single cylinder
bmw,r32,1923,Naked bike,494.0,8.6,14.0,,,,Air,Shaft drive,3-speed, four-stroke,Two cylinder boxer
bmw,r32,1924,Naked bike,494.0,8.6,14.0,,,,Air,Shaft drive,3-speed, four-stroke,Two cylinder boxer
bmw,r32,1925,Naked bike,494.0,8.6,14.0,,,,Air,Shaft drive,3-speed, four-stroke,Two cylinder boxer
bmw,r32,1926,Naked bike,494.0,8.6,14.0,,,,Air,Shaft drive,3-speed, four-stroke,Two cylinder boxer
bmw,r35,1937,Allround,342.0,14.0,12.0,,,,Air,Shaft drive,4-speed, four-stroke,Single cylinder
bmw,r35,1938,Allround,342.0,14.0,,,,,Air,Shaft drive,4-speed, four-stroke,Single cylinder
bmw,r35,1939,Allround,342.0,14.0,,,,,Air,Shaft drive,4-speed, four-stroke,Single cylinder
bmw,r35,1940,Allround,342.0,14.0,,,,,Air,Shaft drive,4-speed, four-stroke,Single cylinder
bmw,r37,1925,Allround,494.0,16.0,14.0,,,,Air,Shaft drive,3-speed, four-stroke,Two cylinder boxer
bmw,r37,1926,Allround,494.0,16.0,14.0,,,,Air,Shaft drive,3-speed, four-stroke,Two cylinder boxer
bmw,r39,1926,Naked bike,247.0,6.0,,,,,Air,Shaft drive,3-speed, four-stroke,Single cylinder
bmw,r39,1927,Naked bike,247.0,6.0,,,,,Air,Shaft drive,3-speed, four-stroke,Single cylinder
bmw,r4 series 1,1932,Allround,398.0,12.0,10.0,,,,Air,Shaft drive,Unknown, four-stroke,Single cylinder
bmw,r4 series 2,1933,Allround,398.0,12.0,10.0,,,,Air,Shaft drive,Unknown, four-stroke,Single cylinder
bmw,r4 series 3,1934,Allround,398.0,14.0,12.0,,,,Air,Shaft drive,Unknown, four-stroke,Single cylinder
bmw,r4 series 4,1935,Allround,398.0,14.0,12.0,,,,Air,Shaft drive,Unknown, four-stroke,Single cylinder
bmw,r4 series 5,1936,Allround,398.0,14.0,12.0,,,,Air,Shaft drive,Unknown, four-stroke,Single cylinder
bmw,r4 series 5,1937,Allround,398.0,14.0,12.0,,,,Air,Shaft drive,Unknown, four-stroke,Single cylinder
bmw,r42,1926,Allround,494.0,12.0,,,,,Air,Shaft drive,3-speed, four-stroke,Two cylinder boxer
bmw,r42,1927,Allround,494.0,12.0,,,,,Air,Shaft drive,3-speed, four-stroke,Two cylinder boxer
bmw,r42,1928,Allround,494.0,12.0,,,,,Air,Shaft drive,3-speed, four-stroke,Two cylinder boxer
bmw,r47,1927,Allround,494.0,12.0,,,,,Air,Shaft drive,3-speed, four-stroke,Two cylinder boxer
bmw,r47,1928,Allround,494.0,18.0,14.0,,,,Air,Shaft drive,3-speed, four-stroke,Two cylinder boxer
bmw,r5,1936,Allround,494.0,24.1,15.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r5,1937,Allround,494.0,24.1,15.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r50,1955,Allround,494.0,26.0,,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r50,1956,Allround,494.0,26.0,,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r50,1957,Allround,494.0,26.0,,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r50,1958,Allround,494.0,26.0,,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r50,1959,Allround,494.0,26.0,,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r50,1960,Allround,494.0,26.0,,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r50 2,1960,Allround,494.0,26.0,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r50 2,1961,Allround,494.0,26.0,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r50 2,1962,Allround,494.0,26.0,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r50 2,1963,Allround,494.0,26.0,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r50 2,1964,Allround,494.0,26.0,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r50 2,1965,Allround,494.0,26.0,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r50 2,1966,Allround,494.0,26.0,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r50 2,1967,Allround,494.0,26.0,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r50 2,1968,Allround,494.0,26.0,,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r50 2,1969,Allround,494.0,26.0,,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r50 5,1969,Allround,498.0,32.0,24.0,,850.0,39.0,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r50 os,1960,Allround,494.0,35.0,24.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r50 os,1961,Allround,494.0,35.0,24.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r50 os,1962,Allround,494.0,35.0,24.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r50us,1967,Allround,494.0,26.0,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r50us,1968,Allround,494.0,26.0,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r50us,1969,Allround,494.0,26.0,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r51,1938,Allround,494.0,24.1,14.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r51,1939,Allround,494.0,24.1,14.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r51,1940,Allround,494.0,24.1,14.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r51 2,1950,Allround,494.0,24.1,14.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r51 2,1951,Allround,494.0,24.1,14.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r51 3,1951,Allround,494.0,24.1,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r51 3,1952,Allround,494.0,24.1,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r51 3,1953,Allround,494.0,24.1,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r51 3,1954,Allround,494.0,24.1,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r52,1928,Allround,486.0,12.0,12.5,,,,Air,Shaft drive,3-speed, four-stroke,Two cylinder boxer
bmw,r52,1929,Allround,486.0,12.0,12.5,,,,Air,Shaft drive,3-speed, four-stroke,Two cylinder boxer
bmw,r57,1928,Allround,494.0,18.0,12.0,,,,Air,Shaft drive,Unknown, four-stroke,Two cylinder boxer
bmw,r57,1929,Allround,494.0,18.0,12.0,,,,Air,Shaft drive,Unknown, four-stroke,Two cylinder boxer
bmw,r57,1930,Allround,494.0,18.0,12.0,,,,Air,Shaft drive,Unknown, four-stroke,Two cylinder boxer
bmw,r6,1937,Allround,600.0,18.0,15.0,,,,Air,Shaft drive,3-speed, four-stroke,Two cylinder boxer
bmw,r60us,1967,Allround,594.0,30.1,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r60us,1968,Allround,594.0,30.1,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r60us,1969,Allround,594.0,30.1,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r61,1938,Allround,600.0,18.0,14.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r61,1939,Allround,600.0,18.0,14.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r61,1940,Allround,600.0,18.0,14.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r61,1941,Allround,600.0,18.0,14.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r62,1928,Allround,745.0,18.0,12.5,,,,Air,Shaft drive,3-speed, four-stroke,Two cylinder boxer
bmw,r62,1929,Allround,745.0,18.0,12.5,,,,Air,Shaft drive,Unknown, four-stroke,Two cylinder boxer
bmw,r63,1928,Allround,735.0,24.1,12.5,,,,Air,Shaft drive,Unknown, four-stroke,Two cylinder boxer
bmw,r63,1929,Allround,735.0,24.1,12.5,,,,Air,Shaft drive,Unknown, four-stroke,Two cylinder boxer
bmw,r65,1985,Touring,649.0,48.0,22.0,,,,Air,Shaft drive,5-speed, four-stroke,Two cylinder boxer
bmw,r65 (reduced effect),1985,Naked bike,649.0,27.0,22.0,,,,Air,Shaft drive,5-speed, four-stroke,Two cylinder boxer
bmw,r66,1938,Allround,596.0,30.1,14.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r66,1939,Allround,596.0,30.1,14.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r66,1940,Allround,596.0,30.1,14.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r66,1941,Allround,596.0,30.1,14.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r67,1951,Allround,594.0,26.0,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r67 2,1952,Allround,594.0,28.0,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r67 2,1953,Allround,594.0,28.0,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r67 2,1954,Allround,594.0,28.0,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r67 3,1955,Sport,594.0,28.0,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r67 3,1956,Sport,594.0,28.0,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r68,1952,Sport,594.0,35.9,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r68,1953,Sport,594.0,35.9,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r68,1954,Sport,594.0,35.9,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r69,1955,Sport,594.0,35.0,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r69,1956,Sport,594.0,35.0,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r69,1957,Sport,594.0,35.0,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r69,1958,Sport,594.0,35.0,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r69,1959,Sport,594.0,35.0,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r69,1960,Sport,594.0,35.0,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r69s,1962,Sport,594.0,42.0,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r69s,1963,Sport,594.0,42.0,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r69s,1964,Sport,594.0,42.0,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r69s,1965,Sport,594.0,42.0,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r69s,1966,Sport,594.0,42.0,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r69s,1967,Sport,594.0,42.0,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r69s,1968,Sport,594.0,42.0,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r69s,1969,Sport,594.0,42.0,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r69us,1967,Sport,594.0,42.0,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r69us,1968,Sport,594.0,42.0,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r69us,1969,Sport,594.0,42.0,17.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r71,1938,Custom / cruiser,746.0,22.0,14.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r71,1939,Custom / cruiser,746.0,22.0,14.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r71,1940,Custom / cruiser,746.0,22.0,14.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r71,1941,Custom / cruiser,746.0,22.0,14.0,,,,Air,Shaft drive,4-speed, four-stroke,Two cylinder boxer
bmw,r75 5,1969,Sport,745.0,60.0,24.0,,850.0,60.0,Air,Shaft drive,Unknown, four-stroke,Two cylinder boxer
bmw,r80,1985,Allround,797.0,50.0,22.0,,,,Air,Shaft drive,5-speed, four-stroke,Two cylinder boxer
bmw,r90s,1973,Sport,898.0,67.1,24.0,,820.0,76.0,Air,Shaft drive,Unknown, four-stroke,Two cylinder boxer
bmw,rockster,2003,Naked bike,1130.0,85.0,20.5,219.0,835.0,97.6,Unknown,Unknown,Unknown, four-stroke,Two cylinder boxer
bmw,s 1000 r,2014,Sport,999.0,163.0,17.5,178.0,814.0,112.0,Liquid,Chain,6-speed, four-stroke,In-line four
bmw,s 1000 r,2015,Sport,999.0,160.0,17.5,178.0,814.0,112.0,Liquid,Chain,6-speed, four-stroke,In-line four
bmw,s 1000 r,2016,Sport,999.0,160.0,17.5,178.0,814.0,112.0,Liquid,Chain,6-speed, four-stroke,In-line four
bmw,s 1000 r,2017,Sport,999.0,160.0,17.5,178.0,814.0,114.0,Oil & air,Chain,6-speed, four-stroke,In-line four
bmw,s 1000 r,2018,Naked bike,999.0,165.0,17.5,178.0,814.0,114.0,Oil & air,Chain,6-speed, four-stroke,In-line four
bmw,s 1000 r,2019,Naked bike,999.0,162.0,17.5,178.0,814.0,114.0,Oil & air,Chain,6-speed, four-stroke,In-line four
bmw,s 1000 r,2020,Naked bike,999.0,165.0,17.5,178.0,814.0,114.0,Liquid,Chain,6-speed, four-stroke,In-line four
bmw,s 1000 r,2021,Naked bike,999.0,165.0,17.5,178.0,814.0,114.0,Liquid,Chain,6-speed, four-stroke,In-line four
bmw,s 1000 r,2022,Naked bike,999.0,165.0,17.5,,831.0,114.0,Liquid,Chain,6-speed, four-stroke,In-line four
bmw,s 1000 r sport,2014,Sport,999.0,163.0,17.5,178.0,814.0,112.0,Liquid,Chain,6-speed, four-stroke,In-line four
bmw,s 1000 r sport,2018,Naked bike,999.0,165.0,17.5,178.0,814.0,114.0,Oil & air,Chain,6-speed, four-stroke,In-line four
bmw,s 1000 rr,2009,Sport,999.0,190.0,,183.0,,112.0,Liquid,Chain,6-speed, four-stroke,In-line four
bmw,s 1000 rr,2010,Sport,999.0,190.0,17.5,183.0,820.0,112.0,Liquid,Chain,6-speed, four-stroke,In-line four
bmw,s 1000 rr,2011,Sport,999.0,190.0,17.5,183.0,820.0,112.0,Liquid,Chain,6-speed, four-stroke,In-line four
bmw,s 1000 rr,2012,Sport,999.0,190.0,17.5,178.0,820.0,112.0,Liquid,Chain,6-speed, four-stroke,In-line four
bmw,s 1000 rr,2013,Sport,999.0,193.0,17.41,180.5,820.0,112.0,Oil & air,Chain,6-speed, four-stroke,In-line four
bmw,s 1000 rr,2014,Sport,999.0,193.0,17.5,178.0,814.0,112.0,Liquid,Chain,6-speed, four-stroke,In-line four
bmw,s 1000 rr,2015,Sport,999.0,195.0,17.5,175.5,815.0,113.0,Oil & air,Chain,6-speed, four-stroke,In-line four
bmw,s 1000 rr,2016,Sport,999.0,199.0,17.5,175.5,815.0,113.0,Oil & air,Chain,6-speed, four-stroke,In-line four
bmw,s 1000 rr,2017,Sport,999.0,195.0,17.5,,815.0,113.0,Oil & air,Chain,6-speed, four-stroke,In-line four
bmw,s 1000 rr,2018,Sport,999.0,199.0,17.5,179.5,815.0,113.0,Oil & air,Chain,6-speed, four-stroke,In-line four
bmw,s 1000 rr,2019,Sport,999.0,199.0,17.5,179.5,815.0,113.0,Oil & air,Chain,6-speed, four-stroke,In-line four
bmw,s 1000 rr,2020,Sport,999.0,205.0,16.5,,823.0,112.0,Liquid,Chain,6-speed, four-stroke,In-line four
bmw,s 1000 rr,2021,Sport,999.0,205.0,16.5,,823.0,112.0,Liquid,Chain,6-speed, four-stroke,In-line four
bmw,s 1000 rr,2022,Sport,999.0,205.0,16.5,208.0,823.0,112.0,Liquid,Chain,6-speed, four-stroke,In-line four
bmw,s 1000 rr sport,2018,Sport,999.0,199.0,17.5,179.5,815.0,113.0,Oil & air,Chain,6-speed, four-stroke,In-line four
bmw,s 1000 xr,2015,Sport,999.0,158.0,20.0,178.0,840.0,112.0,Oil & air,Chain,6-speed, four-stroke,In-line four
bmw,s 1000 xr,2016,Sport,999.0,158.0,20.0,228.0,840.0,112.0,Oil & air,Chain,6-speed, four-stroke,In-line four
bmw,s 1000 xr,2017,Sport,999.0,160.0,20.0,178.0,840.0,112.0,Liquid,Chain,6-speed, four-stroke,In-line four
bmw,s 1000 xr,2018,Sport,999.0,165.0,20.0,178.0,840.0,112.0,Liquid,Chain,6-speed, four-stroke,In-line four
bmw,s 1000 xr,2019,Sport,999.0,165.0,20.0,178.0,840.0,114.0,Liquid,Chain,6-speed, four-stroke,In-line four
bmw,s 1000 xr,2020,Sport,999.0,162.0,20.0,205.0,840.0,114.0,Liquid,Chain,6-speed, four-stroke,In-line four
bmw,s 1000 xr,2021,Sport,999.0,165.0,20.0,,790.0,114.0,Liquid,Chain,6-speed, four-stroke,In-line four
bmw,s 1000 xr,2022,Sport,999.0,165.0,20.0,,790.0,114.0,Liquid,Chain,6-speed, four-stroke,In-line four
bmw,s 1000 xr sport,2018,Sport,999.0,165.0,20.0,178.0,840.0,112.0,Liquid,Chain,6-speed, four-stroke,In-line four
bmw,s 1000 xr sport se,2018,Sport,999.0,165.0,20.0,178.0,840.0,112.0,Liquid,Chain,6-speed, four-stroke,In-line four
bmw,scarver,2002,Allround,652.0,,,,,,Liquid,Belt,5-speed, four-stroke,Single cylinder
bmw,stunt g 310 concept model,2016,Prototype / concept model,313.0,,,,,,Liquid,Chain,5-speed, four-stroke,Single cylinder
bmw,vision amby,2021,Prototype / concept model,,,,,,,Air,Chain,Automatic,Electric,Electric
bmw,vision next 100,2017,Prototype / concept model,999.0,,,,,,Unknown,Unknown,Unknown, four-stroke,Two cylinder boxer
boom trikes,black spirit 750,2012,Custom / cruiser,745.0,45.6,14.6,,,64.0,Liquid,Shaft drive,5-speed, four-stroke,V2
boom trikes,classic chopper,2009,Custom / cruiser,1584.0,48.3,38.0,620.0,,,Unknown,Unknown,Automatic, four-stroke,Four cylinder boxer
boom trikes,classic chopper,2010,Custom / cruiser,1584.0,48.3,38.0,620.0,,,Liquid,Unknown,4-speed, four-stroke,Four cylinder boxer
boom trikes,classic family,2009,Custom / cruiser,1584.0,48.0,38.0,700.0,,,Unknown,Unknown,4-speed, four-stroke,Four cylinder boxer
boom trikes,classic family,2010,Custom / cruiser,1584.0,48.0,38.0,700.0,,,Unknown,Unknown,4-speed, four-stroke,Four cylinder boxer
boom trikes,classic low rider,2009,Custom / cruiser,1584.0,48.3,,700.0,,,Liquid,Unknown,Automatic, four-stroke,Four cylinder boxer
boom trikes,classic low rider,2010,Custom / cruiser,1584.0,48.3,,700.0,,,Liquid,Unknown,4-speed, four-stroke,Four cylinder boxer
boom trikes,fighter x11,2009,Custom / cruiser,1997.0,140.0,47.0,780.0,,190.0,Liquid,Unknown,5-speed, four-stroke,Four cylinder boxer
boom trikes,fighter x11,2011,Custom / cruiser,1997.0,140.0,47.0,780.0,,190.0,Liquid,Unknown,5-speed, four-stroke,In-line four
boom trikes,fighter x11 basic,2010,Custom / cruiser,1997.0,140.0,47.0,780.0,,190.0,Liquid,Unknown,5-speed, four-stroke,Four cylinder boxer
boom trikes,fighter x12,2009,Custom / cruiser,1997.0,139.0,47.0,800.0,,190.0,Liquid,Unknown,5-speed, four-stroke,Four cylinder boxer
boom trikes,fighter x12,2011,Custom / cruiser,1997.0,140.0,47.0,780.0,,190.0,Liquid,Unknown,5-speed, four-stroke,In-line four
boom trikes,fighter x12 basic,2010,Custom / cruiser,1997.0,139.0,47.0,800.0,,190.0,Liquid,Unknown,5-speed, four-stroke,Four cylinder boxer
boom trikes,fun 500 automatic,2009,Custom / cruiser,459.0,40.0,25.0,365.0,,,Unknown,Unknown,Automatic, four-stroke,Single cylinder
boom trikes,fun 500 basic,2010,Custom / cruiser,459.0,40.0,25.0,365.0,,,Unknown,Unknown,Automatic, four-stroke,Single cylinder
boom trikes,hayabusa trike,2012,Custom / cruiser,1340.0,194.0,21.0,499.0,,155.0,Liquid,Unknown,6-speed, four-stroke,In-line four
boom trikes,highway,2014,Custom / cruiser,1596.0,198.0,38.0,635.0,,,Liquid,Unknown,5-speed, four-stroke,In-line four
boom trikes,intruder 1800,2011,Custom / cruiser,1783.0,103.0,37.0,500.0,,155.0,Liquid,Shaft drive,5-speed, four-stroke,V2
boom trikes,intruder 1800,2012,Custom / cruiser,1783.0,114.0,37.0,,,155.0,Liquid,Shaft drive,5-speed, four-stroke,V2
boom trikes,muscle family,2009,Custom / cruiser,1596.0,100.0,38.0,700.0,,,Unknown,Unknown,4-speed, four-stroke,In-line four
boom trikes,muscle family,2010,Custom / cruiser,1596.0,100.0,38.0,700.0,,,Unknown,Unknown,4-speed, four-stroke,In-line four
boom trikes,muscle family,2011,Custom / cruiser,1596.0,100.0,38.0,700.0,,,Unknown,Unknown,4-speed, four-stroke,In-line four
boom trikes,muscle low rider,2009,Custom / cruiser,1596.0,100.0,38.0,720.0,,146.0,Unknown,Unknown,4-speed, four-stroke,In-line four
boom trikes,muscle low rider,2010,Custom / cruiser,1596.0,100.0,38.0,720.0,,146.0,Unknown,Unknown,4-speed, four-stroke,In-line four
boom trikes,muscle low rider,2011,Custom / cruiser,1596.0,100.0,38.0,700.0,,,Liquid,Unknown,4-speed, four-stroke,Four cylinder boxer
boom trikes,muscle low rider,2012,Custom / cruiser,1596.0,100.0,38.0,700.0,,146.0,Liquid,Shaft drive,4-speed, four-stroke,In-line four
boom trikes,mustang family,2012,Custom / cruiser,1596.0,109.0,38.0,645.0,,160.0,Liquid,Unknown,5-speed, four-stroke,In-line four
boom trikes,mustang ii,2021,Custom / cruiser,1596.0,110.0,38.0,660.0,,160.0,Liquid,Unknown,5-speed, four-stroke,In-line four
boom trikes,mustang st1,2011,Custom / cruiser,1596.0,110.0,45.0,590.0,,,Liquid,Unknown,5-speed, four-stroke,In-line four
boom trikes,mustang st1,2012,Custom / cruiser,1596.0,100.0,45.0,645.0,,160.0,Liquid,Unknown,5-speed, four-stroke,In-line four
boom trikes,mustang touring,2022,Custom / cruiser,1596.0,110.0,38.0,660.0,,160.0,Liquid,Unknown,5-speed, four-stroke,In-line four
boom trikes,mustang xtreme,2021,Custom / cruiser,1999.0,197.0,52.0,824.0,,398.0,Liquid,Unknown,5-speed, four-stroke,In-line four
