Brand,Model,Year,Category,Displacement (ccm),Power (hp),Fuel capacity (lts),Dry weight (kg),Seat height (mm),Torque (Nm),Cooling system,Transmission type,Gearbox,Engine stroke,Engine cylinder
norton,manx daytona racer,1949,Sport,495.0,45.0,15.0,150.0,,,Air,Unknown,Unknown, four-stroke,Single cylinder
norton,manx daytona racer,1950,Sport,495.0,45.0,15.0,150.0,,,Air,Unknown,Unknown, four-stroke,Single cylinder
norton,manx daytona racer,1951,Sport,495.0,45.0,15.0,,,,Air,Unknown,Unknown, four-stroke,Single cylinder
norton,manx daytona racer,1952,Sport,495.0,45.0,15.0,,,,Air,Unknown,Unknown, four-stroke,Single cylinder
norton,mercury 650,1968,Allround,646.0,,,185.0,,,Air,Chain,Unknown, two-stroke,Twin
norton,mercury 650,1969,Allround,646.0,,,,,,Air,Chain,Unknown, two-stroke,Twin
norton,mk2a 850 commando roadster,1974,Sport,828.0,60.0,11.36,188.2,787.0,,Air,Chain,4-speed, four-stroke,Twin
norton,nemesis,2000,Prototype / concept model,1479.0,235.0,,217.0,,150.0,Liquid,Chain,6-speed, four-stroke,V8
norton,nemesis a,2000,Prototype / concept model,1479.0,280.0,,202.0,,,Liquid,Chain,6-speed, four-stroke,V8
norton,nomad 600,1957,Sport,597.0,,,,,,Air,Chain,Unknown, two-stroke,Twin
norton,nomad 600,1958,Sport,597.0,,,,,,Air,Chain,Unknown, two-stroke,Twin
norton,nrv 588 rotary racer,2012,Sport,588.0,170.0,,130.0,,108.0,Liquid,Chain,Unknown,Dual disk Wankel,Dual disk Wankel
norton,nrv 700 rotary racer,2012,Prototype / concept model,700.0,210.0,,131.0,,,Liquid,Chain,5-speed,Dual disk Wankel,Dual disk Wankel
norton,superlight,2019,Classic,650.0,,,158.0,924.0,75.0,Liquid,Chain,4-speed, four-stroke,Twin
norton,superlight ss,2020,Classic,650.0,170.0,,160.0,924.0,,Liquid,Chain,4-speed, four-stroke,Twin
norton,t. t.,1992,Speedway,588.0,90.0,25.0,,,,Liquid,Chain,5-speed,Dual disk Wankel,Dual disk Wankel
norton,v4 rr,2017,Sport,1200.0,200.0,18.0,179.0,,130.0,Liquid,Chain,Unknown, four-stroke,V4
norton,v4 rr,2018,Sport,1200.0,200.0,18.0,179.0,,130.0,Liquid,Chain,Unknown, four-stroke,V4
norton,v4 rr,2019,Sport,1200.0,200.0,18.0,179.0,,130.0,Liquid,Chain,Unknown, four-stroke,V4
norton,v4 rr,2020,Sport,1200.0,200.0,18.0,179.0,,130.0,Liquid,Chain,Unknown, four-stroke,V4
norton,v4 rr,2021,Sport,1200.0,200.0,18.0,179.0,,130.0,Liquid,Chain,Unknown, four-stroke,V4
norton,v4 ss,2021,Sport,1200.0,200.0,18.0,179.0,,130.0,Liquid,Chain,Unknown, four-stroke,V4
norton,v4cr cafe racer,2022,Prototype / concept model,1200.0,185.0,18.0,180.0,,130.0,Liquid,Chain,6-speed, four-stroke,V4
norton,v4sv superbike,2022,Prototype / concept model,1200.0,185.0,15.0,193.0,836.0,125.0,Liquid,Chain,6-speed, four-stroke,V4
nox,duel 125 sm,2010,Super motard,124.0,11.3,8.5,127.0,835.0,,Air,Chain,Unknown, four-stroke,Single cylinder
nox,kl 50 sm,2010,Super motard,49.0,,7.3,82.0,910.0,,Liquid,Chain,Unknown, two-stroke,Single cylinder
nox,kl 50 tt,2010,Enduro / offroad,49.0,,7.3,82.0,910.0,,Liquid,Chain,Unknown, two-stroke,Single cylinder
nsu,101 osb,1949,Sport,98.0,5.8,6.5,85.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,101 osb,1950,Sport,98.0,5.8,8.0,85.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,101 osb,1951,Sport,98.0,5.8,8.0,85.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,101 osb,1952,Sport,98.0,5.8,8.0,85.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,101 osb,1953,Sport,98.0,5.8,8.0,85.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,101 osb,1954,Sport,98.0,5.8,8.0,,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,125zb,1951,Sport,123.0,5.0,8.0,,,,Air,Chain,Unknown, two-stroke,Single cylinder
nsu,125zb,1952,Sport,123.0,5.0,8.0,,,,Air,Chain,Unknown, two-stroke,Single cylinder
nsu,125zb,1953,Sport,123.0,5.0,8.0,,,,Unknown,Chain,Unknown, two-stroke,Single cylinder
nsu,125zb,1954,Sport,123.0,5.4,8.0,,,,Unknown,Chain,Unknown, two-stroke,Single cylinder
nsu,201 osl,1933,Sport,198.0,8.0,11.5,120.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
nsu,201 osl,1934,Sport,198.0,8.0,11.5,120.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
nsu,201 osl,1935,Sport,198.0,8.0,11.5,120.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
nsu,201 osl,1936,Sport,198.0,8.5,11.5,120.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
nsu,201 osl,1937,Sport,198.0,8.5,11.5,120.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
nsu,201 osl,1938,Sport,198.0,8.5,,120.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
nsu,201 osl,1939,Sport,198.0,8.5,,120.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
nsu,201r,1928,Sport,199.0,4.5,6.0,82.0,,,Air,Belt,3-speed, four-stroke,Single cylinder
nsu,201r,1929,Sport,199.0,4.5,6.0,82.0,,,Air,Belt,3-speed, four-stroke,Single cylinder
nsu,201t,1929,Sport,199.2,4.5,8.5,100.0,,,Air,Chain,3-speed, four-stroke,Single cylinder
nsu,201t,1930,Sport,199.2,4.5,8.5,100.0,,,Air,Chain,3-speed, four-stroke,Single cylinder
nsu,201ts,1930,Sport,199.2,4.5,8.5,100.0,740.0,,Air,Chain,3-speed, four-stroke,Single cylinder
nsu,201ts,1931,Sport,199.2,4.5,8.5,100.0,740.0,,Air,Chain,3-speed, four-stroke,Single cylinder
nsu,201ts,1932,Sport,199.2,4.5,8.5,100.0,740.0,,Air,Chain,3-speed, four-stroke,Single cylinder
nsu,201ts,1933,Sport,199.2,4.5,8.5,100.0,740.0,,Air,Chain,3-speed, four-stroke,Single cylinder
nsu,201ts,1934,Sport,199.2,4.5,8.5,100.0,740.0,,Air,Chain,3-speed, four-stroke,Single cylinder
nsu,251 osl,1933,Sport,242.0,9.0,11.5,126.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
nsu,251 osl,1934,Sport,242.0,9.0,11.5,126.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
nsu,251 osl,1935,Sport,242.0,9.0,11.5,126.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
nsu,251 osl,1936,Sport,242.0,10.5,11.5,126.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
nsu,251 osl,1937,Sport,242.0,10.5,11.5,126.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
nsu,251 osl,1938,Sport,242.0,10.5,11.5,126.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
nsu,251 osl,1939,Sport,242.0,10.5,,126.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
nsu,251 osl,1940,Sport,242.0,10.5,,126.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
nsu,251 osl wh,1938,Allround,242.0,10.5,11.0,144.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,251 osl wh,1939,Allround,242.0,10.5,11.0,144.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,251 osl wh,1940,Allround,242.0,10.5,11.0,144.0,,,Air,Unknown,Unknown, four-stroke,Single cylinder
nsu,251 osl wh,1941,Allround,242.0,10.5,11.0,144.0,,,Air,Unknown,Unknown, four-stroke,Single cylinder
nsu,251 ss,1927,Sport,247.0,10.0,7.75,110.0,,,Air,Chain,3-speed, four-stroke,Single cylinder
nsu,251 ss,1928,Sport,247.0,10.0,,110.0,,,Air,Chain,3-speed, four-stroke,Single cylinder
nsu,251 ss,1929,Sport,247.0,10.0,,110.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,3  1-2 ps,1915,Sport,499.0,5.8,8.0,80.0,,,Air,Belt,Unknown, four-stroke,Twin
nsu,3  1-2 ps,1916,Sport,499.0,5.8,8.0,80.0,,,Air,Belt,Unknown, four-stroke,Twin
nsu,3  1-2 ps,1917,Sport,499.0,5.8,8.0,80.0,,,Air,Belt,Unknown, four-stroke,Twin
nsu,3  1-2 ps,1918,Sport,499.0,5.8,8.0,80.0,,,Air,Belt,Unknown, four-stroke,Twin
nsu,3 1-2 ps,1906,Sport,499.0,5.5,9.0,,,,Air,Belt,Unknown, four-stroke,Single cylinder
nsu,3 1-2 ps,1907,Sport,499.0,5.5,9.0,,,,Air,Belt,Unknown, four-stroke,Single cylinder
nsu,3 1-2 ps,1908,Sport,499.0,5.5,9.0,,,,Air,Belt,Unknown, four-stroke,Single cylinder
nsu,3 1-2 ps,1909,Sport,499.0,5.5,9.0,,,,Air,Belt,Unknown, four-stroke,Single cylinder
nsu,3 1-2 ps,1910,Sport,499.0,5.5,9.0,,,,Air,Belt,Unknown, four-stroke,Single cylinder
nsu,3 1-2 ps,1911,Sport,499.0,5.5,9.0,,,,Air,Belt,Unknown, four-stroke,Single cylinder
nsu,3 1-2 ps,1912,Sport,499.0,5.5,9.0,,,,Air,Belt,Unknown, four-stroke,Single cylinder
nsu,3 1-2 ps,1913,Sport,499.0,5.5,,,,,Air,Belt,Unknown, four-stroke,Single cylinder
nsu,3 1-2 ps,1914,Sport,499.0,5.5,,,,,Air,Belt,Unknown, four-stroke,Single cylinder
nsu,301t,1929,Sport,298.0,7.0,10.0,130.0,690.0,,Air,Chain,3-speed, four-stroke,Single cylinder
nsu,301t,1930,Sport,298.0,7.0,10.0,130.0,690.0,,Air,Chain,3-speed, four-stroke,Single cylinder
nsu,301ts,1930,Sport,298.0,7.0,10.0,130.0,690.0,,Air,Chain,3-speed, four-stroke,Single cylinder
nsu,301ts,1931,Sport,298.0,7.0,10.0,130.0,690.0,,Air,Chain,3-speed, four-stroke,Single cylinder
nsu,301ts,1932,Sport,298.0,7.0,10.0,130.0,690.0,,Air,Chain,3-speed, four-stroke,Single cylinder
nsu,301ts,1933,Sport,298.0,7.0,10.0,130.0,690.0,,Air,Chain,3-speed, four-stroke,Single cylinder
nsu,351 osl,1934,Sport,346.0,18.0,12.3,110.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
nsu,351 osl,1935,Sport,346.0,18.0,12.3,110.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
nsu,351 osl,1936,Sport,346.0,18.0,12.3,110.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
nsu,351 osl,1937,Sport,346.0,18.0,12.3,110.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
nsu,351 osl,1938,Sport,346.0,18.0,,110.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
nsu,351 osl,1939,Sport,346.0,18.0,,110.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
nsu,351 osl,1940,Sport,346.0,18.0,,110.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
nsu,351 ot,1936,Sport,331.0,12.5,12.3,150.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,351 ot,1937,Sport,331.0,12.5,12.3,150.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,351 ot,1938,Sport,331.0,12.5,12.3,150.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,351 ot,1939,Sport,331.0,12.5,12.3,150.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,351ts,1930,Sport,346.0,8.0,10.0,130.0,690.0,,Air,Chain,3-speed, four-stroke,Single cylinder
nsu,351ts,1931,Sport,346.0,8.0,10.0,130.0,,,Air,Chain,3-speed, four-stroke,Single cylinder
nsu,351ts,1932,Sport,346.0,8.0,10.0,130.0,,,Air,Chain,3-speed, four-stroke,Single cylinder
nsu,351ts,1933,Sport,346.0,8.0,10.0,130.0,,,Air,Chain,3-speed, four-stroke,Single cylinder
nsu,4ps,1921,Sport,498.0,6.5,9.0,120.0,,,Air,Belt,Unknown, four-stroke,Twin
nsu,4ps,1922,Sport,498.0,6.5,9.0,120.0,,,Air,Belt,Unknown, four-stroke,V2
nsu,4ps,1923,Sport,498.0,6.5,9.0,120.0,,,Unknown,Belt,Unknown, four-stroke,Twin
nsu,4ps,1924,Sport,498.0,6.5,,120.0,,,Unknown,Belt,Unknown, four-stroke,Twin
nsu,4ps,1925,Sport,498.0,6.5,,120.0,,,Unknown,Belt,Unknown, four-stroke,Twin
nsu,501 osl,1935,Sport,494.0,22.0,12.3,150.0,,,Air,Unknown,4-speed, four-stroke,Single cylinder
nsu,501 osl,1936,Sport,494.0,22.0,12.3,150.0,,,Air,Unknown,4-speed, four-stroke,Single cylinder
nsu,501 osl,1937,Sport,494.0,22.0,12.3,150.0,,,Air,Unknown,Unknown, four-stroke,Single cylinder
nsu,501 osl,1938,Sport,494.0,22.0,,150.0,,,Air,Unknown,Unknown, four-stroke,Single cylinder
nsu,501 osl,1939,Sport,494.0,22.0,,150.0,,,Air,Unknown,Unknown, four-stroke,Single cylinder
nsu,501 ss,1928,Sport,494.0,20.0,11.0,158.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,501 ss,1929,Sport,494.0,20.0,11.0,158.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,501 ss,1930,Sport,494.0,20.0,11.0,158.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,501 ss,1931,Sport,494.0,20.0,11.0,158.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,501 ss,1932,Sport,494.0,20.0,11.0,158.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,501 ss,1933,Sport,494.0,20.0,11.0,158.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,501 ss,1934,Sport,494.0,20.0,11.0,158.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,501 ts,1930,Allround,494.0,11.0,13.0,185.0,,,Air,Chain,3-speed, four-stroke,Single cylinder
nsu,501 ts,1931,Allround,494.0,11.0,13.0,185.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,501 ts,1932,Allround,494.0,11.0,13.0,185.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,501 ts,1933,Allround,494.0,11.0,,185.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,501 ts,1934,Allround,494.0,11.0,,185.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,501 ts,1935,Allround,494.0,11.0,,185.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,501 ts,1936,Allround,494.0,14.0,,185.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,501t,1927,Allround,494.0,11.0,12.0,158.0,,,Air,Chain,3-speed, four-stroke,Single cylinder
nsu,501t,1928,Allround,494.0,11.0,12.0,158.0,,,Air,Chain,3-speed, four-stroke,Single cylinder
nsu,501t,1929,Allround,494.0,11.0,12.0,158.0,,,Air,Chain,3-speed, four-stroke,Single cylinder
nsu,601 osb,1936,Sport,562.0,26.0,,150.0,,,Air,Unknown,Unknown, four-stroke,Single cylinder
nsu,601 osb,1937,Sport,562.0,26.0,,150.0,,,Air,Unknown,Unknown, four-stroke,Single cylinder
nsu,601 osb,1938,Sport,562.0,26.0,,150.0,,,Air,Unknown,Unknown, four-stroke,Single cylinder
nsu,601 osb,1939,Sport,562.0,26.0,,150.0,,,Air,Unknown,Unknown, four-stroke,Single cylinder
nsu,601 osb,1940,Sport,562.0,26.0,,150.0,,,Air,Unknown,Unknown, four-stroke,Single cylinder
nsu,601 osb,1941,Sport,562.0,26.0,,150.0,,,Air,Unknown,Unknown, four-stroke,Single cylinder
nsu,601 osl,1936,Allround,562.0,24.0,,150.0,,,Air,Unknown,Unknown, four-stroke,Single cylinder
nsu,601 osl,1937,Allround,562.0,24.0,,150.0,,,Air,Unknown,Unknown, four-stroke,Single cylinder
nsu,601 osl,1938,Allround,562.0,24.0,,150.0,,,Air,Unknown,Unknown, four-stroke,Single cylinder
nsu,601 osl,1939,Allround,562.0,24.0,,150.0,,,Air,Unknown,Unknown, four-stroke,Single cylinder
nsu,601 osl,1940,Allround,562.0,24.0,,150.0,,,Air,Unknown,Unknown, four-stroke,Single cylinder
nsu,601 osl,1941,Allround,562.0,24.0,,150.0,,,Air,Unknown,Unknown, four-stroke,Single cylinder
nsu,601 osl wh,1938,Allround,562.0,24.0,13.5,190.0,,,Air,Unknown,Unknown, four-stroke,Single cylinder
nsu,601 osl wh,1939,Allround,562.0,24.0,13.5,190.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,601 osl wh,1940,Allround,562.0,24.0,13.5,190.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,601 osl wh,1941,Allround,562.0,24.0,13.5,190.0,,,Air,Unknown,Unknown, four-stroke,Single cylinder
nsu,601 ts,1930,Allround,592.0,12.5,13.0,165.0,,,Air,Chain,3-speed, four-stroke,Single cylinder
nsu,601 ts,1931,Allround,592.0,12.5,13.0,165.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,601 ts,1932,Allround,592.0,12.5,13.0,165.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,601 ts,1933,Allround,592.0,12.5,13.0,165.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,601 ts,1934,Allround,592.0,12.5,13.0,165.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,601 ts,1935,Allround,592.0,12.5,,165.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,601 ts,1936,Allround,592.0,16.0,,165.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,601 ts,1937,Allround,592.0,16.0,,165.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,601 ts,1938,Allround,592.0,16.0,,165.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,601 ts,1939,Allround,592.0,16.0,,165.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,6ps,1924,Sport,743.0,,9.0,155.0,,,Air,Unknown,Unknown, four-stroke,Twin
nsu,6ps,1925,Sport,743.0,,,155.0,,,Air,Unknown,Unknown, four-stroke,Twin
nsu,6ps,1926,Sport,743.0,,,155.0,,,Air,Unknown,Unknown, four-stroke,Twin
nsu,6ps,1927,Sport,743.0,,,155.0,,,Air,Unknown,Unknown, four-stroke,Twin
nsu,8ps,1921,Sport,996.0,12.0,12.0,155.0,,,Air,Chain,3-speed, four-stroke,V2
nsu,8ps,1922,Sport,996.0,12.0,12.0,155.0,,,Air,Chain,3-speed, four-stroke,Twin
nsu,8ps,1923,Sport,996.0,12.0,12.0,155.0,,,Air,Chain,3-speed, four-stroke,Twin
nsu,8ps,1924,Sport,996.0,12.0,12.0,,,,Air,Chain,3-speed, four-stroke,Twin
nsu,8ps,1925,Sport,996.0,12.0,,,,,Air,Chain,3-speed, four-stroke,Twin
nsu,8ps,1926,Sport,996.0,16.0,,,,,Air,Chain,3-speed, four-stroke,Twin
nsu,8ps,1927,Sport,996.0,16.0,,,,,Air,Chain,3-speed, four-stroke,Twin
nsu,delphin iii,1951,Sport,498.7,110.0,,220.0,,,Air,Shaft drive,4-speed, four-stroke,Twin
nsu,delphin iii,1956,Sport,498.7,110.0,,273.0,,,Unknown,Unknown,Unknown, four-stroke,Twin
nsu,dolphin race fox,1954,Speedway,124.0,18.0,,80.5,,,Air,Shaft drive,Unknown, two-stroke,Single cylinder
nsu,kol 1,1951,Sport,346.0,18.0,15.2,190.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,kol 1,1952,Sport,346.0,18.0,15.2,,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,kol 1,1953,Sport,346.0,18.0,,,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,kol 2,1951,Sport,498.0,22.0,14.5,195.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,kol 2,1952,Sport,498.0,22.0,14.5,195.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,kol 2,1953,Sport,498.0,22.0,,195.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,kol 2,1954,Sport,498.0,22.0,,195.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,lux,1951,Sport,198.0,11.0,11.5,135.0,,,Air,Unknown,Unknown, two-stroke,Single cylinder
nsu,lux,1952,Sport,198.0,11.0,11.5,135.0,,,Air,Unknown,Unknown, two-stroke,Single cylinder
nsu,lux,1953,Sport,198.0,11.0,11.5,135.0,,,Air,Unknown,Unknown, two-stroke,Single cylinder
nsu,lux,1954,Sport,198.0,11.0,11.5,135.0,,,Air,Unknown,Unknown, two-stroke,Single cylinder
nsu,max,1951,Sport,247.0,15.0,,150.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
nsu,max,1952,Sport,247.0,15.0,,150.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
nsu,max,1953,Sport,247.0,15.0,,150.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
nsu,max,1954,Sport,247.0,15.0,,150.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
nsu,max,1955,Sport,247.0,17.0,,155.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
nsu,max,1956,Sport,247.0,17.0,,155.0,,,Air,Chain,Unknown, four-stroke,Single cylinder
nsu,maxi 175,1957,Sport,174.0,12.3,10.8,124.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
nsu,maxi 175,1958,Sport,174.0,12.3,10.8,124.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
nsu,maxi 175,1959,Sport,174.0,12.3,10.8,124.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
nsu,maxi 175,1960,Sport,174.0,12.3,10.8,124.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
nsu,maxi 175,1961,Sport,174.0,12.3,10.8,124.0,,,Air,Chain,4-speed, four-stroke,Single cylinder
nsu,maxi 175,1962,Sport,174.0,12.3,10.8,,,,Air,Chain,4-speed, four-stroke,Single cylinder
nsu,maxi 175,1963,Sport,174.0,12.3,,,,,Air,Chain,4-speed, four-stroke,Single cylinder
nsu,maxi 175,1964,Sport,174.0,12.3,,,,,Air,Chain,4-speed, four-stroke,Single cylinder
nsu,neckarsulmer 1 1-2,1908,Sport,243.0,2.9,4.0,40.0,,,Air,Belt,Unknown, four-stroke,Single cylinder
nsu,neckarsulmer 1 1-2,1909,Sport,243.0,2.9,4.0,40.0,,,Air,Belt,Unknown, four-stroke,Single cylinder
nsu,neckarsulmer 1 1-2,1911,Sport,243.0,2.9,4.0,40.0,,,Air,Belt,Unknown, four-stroke,Single cylinder
nsu,neckarsulmer 1 1-2,1912,Sport,243.0,2.9,4.0,40.0,,,Air,Belt,Unknown, four-stroke,Single cylinder
nsu,neckarsulmer 1 1-2 pony,1910,Sport,243.0,2.9,4.0,40.0,,,Air,Belt,Unknown, four-stroke,Single cylinder
nsu,neckarsulmer 1 1-4,1908,Sport,210.0,1.3,4.0,38.0,,,Air,Belt,Unknown, four-stroke,Single cylinder
nsu,neckarsulmer 4ps,1904,Sport,482.0,4.0,9.0,80.0,,,Liquid,Belt,Unknown, four-stroke,Single cylinder
nsu,neckarsulmer 4ps,1905,Sport,482.0,4.0,9.0,80.0,,,Liquid,Belt,Unknown, four-stroke,Single cylinder
nsu,neckarsulmer 4ps,1906,Sport,482.0,4.0,9.0,80.0,,,Liquid,Belt,Unknown, four-stroke,Single cylinder
nsu,neckarsulmer 4ps,1907,Sport,482.0,4.0,,80.0,,,Liquid,Belt,Unknown, four-stroke,Single cylinder
nsu,neckarsulmer 4ps,1908,Sport,482.0,4.0,,80.0,,,Liquid,Belt,Unknown, four-stroke,Single cylinder
nsu,pretis,1963,Classic,175.0,15.0,10.0,155.0,,,Oil & air,Chain,Unknown, four-stroke,Single cylinder
nsu,prima d,1956,Scooter,146.0,6.2,7.3,123.0,,,Air,Unknown,3-speed, two-stroke,Single cylinder
nsu,prima d,1957,Scooter,146.0,6.2,7.3,123.0,,,Air,Unknown,3-speed, two-stroke,Single cylinder
nsu,prima d,1958,Scooter,146.0,6.2,7.3,123.0,,,Air,Unknown,3-speed, two-stroke,Single cylinder
nsu,prima d,1959,Scooter,146.0,6.2,7.3,123.0,,,Air,Unknown,3-speed, two-stroke,Single cylinder
nsu,prima d,1960,Scooter,146.0,6.2,,123.0,,,Air,Unknown,3-speed, two-stroke,Single cylinder
nsu,prima iii,1957,Scooter,146.0,7.7,12.0,131.0,,,Air,Shaft drive,4-speed, two-stroke,Single cylinder
nsu,prima iii,1958,Scooter,146.0,7.7,12.0,131.0,,,Air,Shaft drive,4-speed, two-stroke,Single cylinder
nsu,prima iii,1959,Scooter,146.0,7.7,12.0,131.0,,,Air,Shaft drive,4-speed, two-stroke,Single cylinder
nsu,prima iii,1960,Scooter,146.0,7.7,12.0,131.0,,,Air,Shaft drive,4-speed, two-stroke,Single cylinder
nsu,prima iii,1961,Scooter,146.0,7.7,12.0,131.0,,,Air,Shaft drive,4-speed, two-stroke,Single cylinder
nsu,prima iii,1962,Scooter,146.0,7.7,12.0,131.0,,,Air,Shaft drive,4-speed, two-stroke,Single cylinder
nsu,prima iii,1963,Scooter,146.0,7.7,12.0,131.0,,,Air,Shaft drive,4-speed, two-stroke,Single cylinder
nsu,prima iii,1964,Scooter,146.0,7.7,12.0,131.0,,,Air,Shaft drive,4-speed, two-stroke,Single cylinder
nsu,prima iii k,1958,Scooter,146.0,7.7,12.0,131.0,,,Air,Shaft drive,4-speed, two-stroke,Single cylinder
nsu,prima iii k,1959,Scooter,146.0,7.7,12.0,131.0,,,Air,Shaft drive,4-speed, two-stroke,Single cylinder
nsu,prima iii k,1960,Scooter,146.0,7.7,12.0,131.0,,,Air,Shaft drive,Unknown, two-stroke,Single cylinder
nsu,prima iii k,1961,Scooter,146.0,7.7,12.0,131.0,,,Air,Shaft drive,Unknown, two-stroke,Single cylinder
nsu,prima iii k,1962,Scooter,146.0,7.7,12.0,,,,Air,Shaft drive,Unknown, two-stroke,Single cylinder
nsu,prima iii k,1963,Scooter,146.0,7.7,12.0,,,,Air,Shaft drive,Unknown, two-stroke,Single cylinder
nsu,prima iii k,1964,Scooter,146.0,7.7,12.0,,,,Air,Shaft drive,Unknown, two-stroke,Single cylinder
nsu,prima v,1956,Scooter,175.0,9.5,12.0,138.0,,,Air,Shaft drive,4-speed, two-stroke,Single cylinder
nsu,prima v,1957,Scooter,175.0,9.5,12.0,138.0,,,Air,Shaft drive,4-speed, two-stroke,Single cylinder
nsu,prima v,1958,Scooter,175.0,9.5,12.0,138.0,,,Air,Shaft drive,4-speed, two-stroke,Single cylinder
nsu,prima v,1959,Scooter,175.0,9.5,12.0,138.0,,,Air,Unknown,4-speed, two-stroke,Single cylinder
nsu,prima v,1960,Scooter,175.0,9.5,12.0,138.0,,,Air,Unknown,4-speed, two-stroke,Single cylinder
nsu,prima v,1961,Scooter,175.0,9.5,12.0,138.0,,,Air,Unknown,4-speed, two-stroke,Single cylinder
nsu,prima v,1962,Scooter,175.0,9.5,,138.0,,,Air,Unknown,4-speed, two-stroke,Single cylinder
nsu,prima v,1963,Scooter,175.0,9.5,,138.0,,,Air,Unknown,4-speed, two-stroke,Single cylinder
